@relation InstanceResultListener

@attribute Key_Dataset {heart}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.ADTree,weka.classifiers.trees.RandomForest,weka.classifiers.meta.Bagging,weka.classifiers.trees.DecisionStump}
@attribute Key_Scheme_options {'-B 10 -E -3','-B 50 -E -3','-B 100 -E -3','-I 100 -K 0 -S 1','-I 500 -K 0 -S 1','-I 1000 -K 0 -S 1','-I 100 -K 1 -S 1','-I 100 -K 2 -S 1','-I 100 -K 4 -S 1','-P 100 -S 1 -I 10 -W weka.classifiers.trees.ADTree -- -B 10 -E -3','-P 100 -S 1 -I 50 -W weka.classifiers.trees.ADTree -- -B 10 -E -3','-P 100 -S 1 -I 100 -W weka.classifiers.trees.ADTree -- -B 10 -E -3',''}
@attribute Key_Scheme_version_ID {-1532264837167690683,-2260823972777004705,-5178288489778728847,1618384535950391}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Area_under_ROC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumPredictionLeaves numeric
@attribute measureNodesExpanded numeric
@attribute measureExamplesProcessed numeric
@attribute measureOutOfBagError numeric

@data
heart,10,8,weka.classifiers.trees.RandomForest,'-I 100 -K 2 -S 1',-2260823972777004705,20150617.1112,268,29,24,5,0,82.758621,17.241379,0,0.653938,0.292069,0.356598,58.864865,71.673038,28.793911,16.60351,12.190401,0.992893,0.572535,0.420359,12.77651,0.440569,1282.732748,0.8125,13,0.153846,2,0.846154,11,0.1875,3,0.866667,0.8125,0.83871,0.927885,0.827586,0.168932,0.831068,0.172414,0.830378,0.827586,0.827998,0.927885,0.039,0.001,0.039554,0.000647,658215,40181,6482,?,?,?,?,?,?,0.156716
heart,10,9,weka.classifiers.trees.RandomForest,'-I 100 -K 2 -S 1',-2260823972777004705,20150617.1112,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.305862,0.393082,61.644788,79.006105,28.793911,19.469374,9.324537,0.992893,0.671358,0.321536,11.85979,0.408958,1190.696081,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.834135,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.834135,0.041,0,0.040977,0.000687,651368,40181,6482,?,?,?,?,?,?,0.171642
heart,10,10,weka.classifiers.trees.RandomForest,'-I 100 -K 2 -S 1',-2260823972777004705,20150617.1112,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.309655,0.360259,62.409266,72.40879,28.793911,17.138724,11.655188,0.992893,0.59099,0.401903,11.866321,0.409183,1191.351803,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.920673,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.920673,0.046,0.001,0.04351,0.000686,661012,40181,6482,?,?,?,?,?,?,0.179104
heart,1,1,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,27,3,0,90,10,0,0.8,0.230667,0.305974,46.374689,61.327212,29.906577,13.287262,16.619315,0.996886,0.442909,0.553977,17.071315,0.569044,1714.677218,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.96875,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.96875,0.071,0.001,0.071133,0.000823,515161,40040,6623,?,?,?,?,?,?,0.209738
heart,1,2,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,27,3,0,90,10,0,0.79638,0.254333,0.326645,51.132785,65.470299,29.906577,15.20567,14.700907,0.996886,0.506856,0.49003,15.82104,0.527368,1589.097133,1,16,0.214286,3,0.785714,11,0,0,0.842105,1,0.914286,0.950893,0.9,0.114286,0.885714,0.1,0.915789,0.9,0.898286,0.950893,0.076,0.001,0.075576,0.000749,518766,40040,6623,?,?,?,?,?,?,0.168539
heart,1,3,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,27,3,0,90,10,0,0.798206,0.221333,0.293462,44.498256,58.819443,29.906577,12.815652,17.090925,0.996886,0.427188,0.569697,17.886129,0.596204,1796.518856,0.9375,15,0.142857,2,0.857143,12,0.0625,1,0.882353,0.9375,0.909091,0.941964,0.9,0.105357,0.894643,0.1,0.901357,0.9,0.899663,0.941964,0.069,0.001,0.068535,0.000608,519343,40040,6623,?,?,?,?,?,?,0.191011
heart,1,4,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,25,5,0,83.333333,16.666667,0,0.666667,0.216667,0.317291,43.56004,63.595462,29.906577,13.620992,16.285585,0.996886,0.454033,0.542853,17.667536,0.588918,1774.562864,0.8125,13,0.142857,2,0.857143,12,0.1875,3,0.866667,0.8125,0.83871,0.933036,0.833333,0.16369,0.83631,0.166667,0.835556,0.833333,0.833519,0.933036,0.066,0.001,0.06587,0.000617,511531,40040,6623,?,?,?,?,?,?,0.17603
heart,1,5,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,28,2,0,93.333333,6.666667,0,0.864865,0.239,0.302065,48.050075,60.543771,29.906577,13.49378,16.412797,0.996886,0.449793,0.547093,16.874221,0.562474,1694.880701,1,16,0.142857,2,0.857143,12,0,0,0.888889,1,0.941176,0.982143,0.933333,0.07619,0.92381,0.066667,0.940741,0.933333,0.93273,0.982143,0.063,0.001,0.062611,0.000623,518186,40040,6623,?,?,?,?,?,?,0.198502
heart,1,6,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,21,9,0,70,30,0,0.4,0.319667,0.421802,64.267813,84.542915,29.906577,23.353666,6.552911,0.996886,0.778456,0.21843,11.068692,0.368956,1111.761733,0.6875,11,0.285714,4,0.714286,10,0.3125,5,0.733333,0.6875,0.709677,0.816964,0.7,0.298214,0.701786,0.3,0.702222,0.7,0.700334,0.816964,0.071,0,0.070071,0.000609,486151,40040,6623,?,?,?,?,?,?,0.17603
heart,1,7,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,24,6,0,80,20,0,0.605263,0.335,0.428023,67.350523,85.789786,29.906577,24.131452,5.775125,0.996886,0.804382,0.192504,10.552581,0.351753,1059.922518,0.6875,11,0.071429,1,0.928571,13,0.3125,5,0.916667,0.6875,0.785714,0.810268,0.8,0.183929,0.816071,0.2,0.825926,0.8,0.798214,0.810268,0.067,0.001,0.065138,0.000369,489920,40040,6623,?,?,?,?,?,?,0.205993
heart,1,8,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,268,29,25,4,0,86.206897,13.793103,0,0.721154,0.225172,0.306082,45.382239,61.519791,28.793911,13.048717,15.745194,0.992893,0.449956,0.542938,16.803562,0.579433,1687.039612,0.875,14,0.153846,2,0.846154,11,0.125,2,0.875,0.875,0.875,0.959135,0.862069,0.140915,0.859085,0.137931,0.862069,0.862069,0.862069,0.959135,0.074,0.001,0.07406,0.000729,521744,40181,6482,?,?,?,?,?,?,0.197761
heart,1,9,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,268,29,17,12,0,58.62069,41.37931,0,0.15122,0.396207,0.481381,79.853282,96.753323,28.793911,26.532417,2.261494,0.992893,0.914911,0.077983,5.727199,0.19749,574.997844,0.6875,11,0.538462,7,0.461538,6,0.3125,5,0.611111,0.6875,0.647059,0.668269,0.586207,0.437168,0.562832,0.413793,0.581679,0.586207,0.581136,0.668269,0.066,0,0.065783,0.000687,481411,40181,6482,?,?,?,?,?,?,0.149254
heart,1,10,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,268,29,26,3,0,89.655172,10.344828,0,0.786241,0.235862,0.347136,47.53668,69.771291,28.793911,16.66178,12.132131,0.992893,0.574544,0.418349,16.182395,0.558014,1624.675916,1,16,0.230769,3,0.769231,10,0,0,0.842105,1,0.914286,0.853365,0.896552,0.127321,0.872679,0.103448,0.912886,0.896552,0.894239,0.853365,0.07,0.001,0.070135,0.000822,518469,40181,6482,?,?,?,?,?,?,0.171642
heart,2,1,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,26,4,0,86.666667,13.333333,0,0.732143,0.253667,0.336813,50.998754,67.508489,29.906577,15.974505,13.932072,0.996886,0.532484,0.464402,15.851117,0.528371,1592.118066,0.875,14,0.142857,2,0.857143,12,0.125,2,0.875,0.875,0.875,0.919643,0.866667,0.134524,0.865476,0.133333,0.866667,0.866667,0.866667,0.919643,0.065,0,0.062809,0.000438,515039,40040,6623,?,?,?,?,?,?,0.209738
heart,2,2,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,26,4,0,86.666667,13.333333,0,0.734513,0.245333,0.327628,49.323368,65.667381,29.906577,14.921964,14.984613,0.996886,0.497399,0.499487,16.22946,0.540982,1630.119671,0.8125,13,0.071429,1,0.928571,13,0.1875,3,0.928571,0.8125,0.866667,0.935268,0.866667,0.125595,0.874405,0.133333,0.874405,0.866667,0.866667,0.935268,0.065,0.001,0.065395,0.000655,512333,40040,6623,?,?,?,?,?,?,0.183521
heart,2,3,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.26,0.372165,52.272048,74.594059,29.906577,20.288602,9.617975,0.996886,0.676287,0.320599,15.264432,0.508814,1533.190255,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.863839,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.863839,0.063,0,0.062849,0.000622,505742,40040,6623,?,?,?,?,?,?,0.191011
heart,2,4,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,24,6,0,80,20,0,0.594595,0.310333,0.403638,62.39138,80.902239,29.906577,21.524566,8.382011,0.996886,0.717486,0.2794,12.163591,0.405453,1221.735598,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.841518,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.841518,0.067,0,0.066472,0.000658,488585,40040,6623,?,?,?,?,?,?,0.187266
heart,2,5,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,22,8,0,73.333333,26.666667,0,0.459459,0.318667,0.420714,64.066766,84.324841,29.906577,21.77112,8.135457,0.996886,0.725704,0.271182,11.168187,0.372273,1121.755178,0.8125,13,0.357143,5,0.642857,9,0.1875,3,0.722222,0.8125,0.764706,0.8125,0.733333,0.277976,0.722024,0.266667,0.735185,0.733333,0.73092,0.8125,0.063,0.001,0.061033,0.000913,489637,40040,6623,?,?,?,?,?,?,0.161049
heart,2,6,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,24,6,0,80,20,0,0.605263,0.294,0.387152,59.107623,77.597977,29.906577,19.42514,10.481437,0.996886,0.647505,0.349381,13.017999,0.433933,1307.553994,0.6875,11,0.071429,1,0.928571,13,0.3125,5,0.916667,0.6875,0.785714,0.863839,0.8,0.183929,0.816071,0.2,0.825926,0.8,0.798214,0.863839,0.068,0,0.066685,0.000898,499006,40040,6623,?,?,?,?,?,?,0.187266
heart,2,7,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,28,2,0,93.333333,6.666667,0,0.864865,0.250333,0.315779,50.3286,63.292577,29.906577,14.3126,15.593977,0.996886,0.477087,0.519799,16.099327,0.536644,1617.048801,1,16,0.142857,2,0.857143,12,0,0,0.888889,1,0.941176,0.939732,0.933333,0.07619,0.92381,0.066667,0.940741,0.933333,0.93273,0.939732,0.064,0,0.063614,0.000611,522196,40040,6623,?,?,?,?,?,?,0.194757
heart,2,8,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,268,29,23,6,0,79.310345,20.689655,0,0.581731,0.255517,0.355203,51.498069,71.392616,28.793911,15.846292,12.947619,0.992893,0.546424,0.44647,14.551974,0.501792,1460.985276,0.8125,13,0.230769,3,0.769231,10,0.1875,3,0.8125,0.8125,0.8125,0.923077,0.793103,0.211373,0.788627,0.206897,0.793103,0.793103,0.793103,0.923077,0.063,0,0.060455,0.000475,515047,40181,6482,?,?,?,?,?,?,0.160448
heart,2,9,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,268,29,24,5,0,82.758621,17.241379,0,0.64891,0.256897,0.332529,51.776062,66.835498,28.793911,14.413234,14.380677,0.992893,0.497008,0.495885,14.63509,0.504658,1469.329928,0.875,14,0.230769,3,0.769231,10,0.125,2,0.823529,0.875,0.848485,0.930288,0.827586,0.183355,0.816645,0.172414,0.827924,0.827586,0.82675,0.930288,0.066,0,0.065619,0.000654,514695,40181,6482,?,?,?,?,?,?,0.190299
heart,2,10,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,268,29,25,4,0,86.206897,13.793103,0,0.712871,0.224138,0.310117,45.173745,62.33074,28.793911,13.137796,15.656116,0.992893,0.453027,0.539866,16.769386,0.578255,1683.608482,1,16,0.307692,4,0.692308,9,0,0,0.8,1,0.888889,0.961538,0.862069,0.169761,0.830239,0.137931,0.889655,0.862069,0.857193,0.961538,0.069,0,0.068436,0.000606,517506,40181,6482,?,?,?,?,?,?,0.164179
heart,3,1,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.234333,0.361594,47.111858,72.475254,29.906577,16.612942,13.293635,0.996886,0.553765,0.443121,16.337983,0.544599,1641.019951,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.926339,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.926339,0.064,0.001,0.061408,0.000505,510826,40040,6623,?,?,?,?,?,?,0.191011
heart,3,2,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,25,5,0,83.333333,16.666667,0,0.660633,0.281667,0.366356,56.628052,73.429763,29.906577,17.632874,12.273703,0.996886,0.587762,0.409123,13.842876,0.461429,1390.406323,0.9375,15,0.285714,4,0.714286,10,0.0625,1,0.789474,0.9375,0.857143,0.908482,0.833333,0.181548,0.818452,0.166667,0.845295,0.833333,0.830476,0.908482,0.069,0.001,0.068239,0.000879,507268,40040,6623,?,?,?,?,?,?,0.17603
heart,3,3,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.299333,0.358571,60.17987,71.869455,29.906577,17.483878,12.422699,0.996886,0.582796,0.41409,13.026398,0.434213,1308.397619,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.90625,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.90625,0.068,0.001,0.067938,0.000686,494316,40040,6623,?,?,?,?,?,?,0.168539
heart,3,4,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,25,5,0,83.333333,16.666667,0,0.669604,0.269333,0.369766,54.14848,74.113191,29.906577,18.887185,11.019392,0.996886,0.629573,0.367313,14.582821,0.486094,1464.727891,0.75,12,0.071429,1,0.928571,13,0.25,4,0.923077,0.75,0.827586,0.892857,0.833333,0.154762,0.845238,0.166667,0.84917,0.833333,0.832777,0.892857,0.065,0.001,0.064624,0.000645,503327,40040,6623,?,?,?,?,?,?,0.213483
heart,3,5,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,25,5,0,83.333333,16.666667,0,0.663677,0.252333,0.352264,50.730693,70.605298,29.906577,17.53282,12.373757,0.996886,0.584427,0.412459,15.666009,0.5222,1573.525528,0.875,14,0.214286,3,0.785714,11,0.125,2,0.823529,0.875,0.848485,0.895089,0.833333,0.172619,0.827381,0.166667,0.834087,0.833333,0.832772,0.895089,0.069,0.001,0.066728,0.000627,507357,40040,6623,?,?,?,?,?,?,0.168539
heart,3,6,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,24,6,0,80,20,0,0.594595,0.263333,0.331713,52.942202,66.486127,29.906577,15.076494,14.830083,0.996886,0.50255,0.494336,15.013702,0.500457,1508.006451,0.875,14,0.285714,4,0.714286,10,0.125,2,0.777778,0.875,0.823529,0.955357,0.8,0.210714,0.789286,0.2,0.803704,0.8,0.79819,0.955357,0.066,0.001,0.065543,0.000653,505478,40040,6623,?,?,?,?,?,?,0.191011
heart,3,7,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,20,10,0,66.666667,33.333333,0,0.324324,0.34,0.447713,68.355755,89.736333,29.906577,23.939538,5.967039,0.996886,0.797985,0.198901,9.550928,0.318364,959.314467,0.75,12,0.428571,6,0.571429,8,0.25,4,0.666667,0.75,0.705882,0.770089,0.666667,0.345238,0.654762,0.333333,0.666667,0.666667,0.66365,0.770089,0.068,0,0.067183,0.000652,481350,40040,6623,?,?,?,?,?,?,0.172285
heart,3,8,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,268,29,26,3,0,89.655172,10.344828,0,0.786241,0.225862,0.312603,45.521236,62.830466,28.793911,13.371957,15.421954,0.992893,0.461102,0.531792,16.745623,0.577435,1681.222692,1,16,0.230769,3,0.769231,10,0,0,0.842105,1,0.914286,0.930288,0.896552,0.127321,0.872679,0.103448,0.912886,0.896552,0.894239,0.930288,0.071,0,0.068342,0.000558,516915,40181,6482,?,?,?,?,?,?,0.212687
heart,3,9,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,268,29,25,4,0,86.206897,13.793103,0,0.728972,0.265517,0.33872,53.513514,68.079675,28.793911,15.208059,13.585852,0.992893,0.524416,0.468478,14.39711,0.496452,1445.437322,0.75,12,0,0,1,13,0.25,4,1,0.75,0.857143,0.966346,0.862069,0.112069,0.887931,0.137931,0.894523,0.862069,0.861412,0.966346,0.073,0.001,0.072274,0.000897,515494,40181,6482,?,?,?,?,?,?,0.205224
heart,3,10,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,268,29,23,6,0,79.310345,20.689655,0,0.57561,0.295862,0.377688,59.629344,75.911974,28.793911,19.790837,9.003074,0.992893,0.682443,0.310451,12.59027,0.434147,1264.034631,0.875,14,0.307692,4,0.692308,9,0.125,2,0.777778,0.875,0.823529,0.870192,0.793103,0.225796,0.774204,0.206897,0.79589,0.793103,0.790568,0.870192,0.064,0.001,0.06383,0.000869,507232,40181,6482,?,?,?,?,?,?,0.197761
heart,4,1,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,26,4,0,86.666667,13.333333,0,0.72973,0.229333,0.309246,46.106627,61.983136,29.906577,13.364123,16.542454,0.996886,0.445471,0.551415,17.046873,0.568229,1712.22225,0.9375,15,0.214286,3,0.785714,11,0.0625,1,0.833333,0.9375,0.882353,0.946429,0.866667,0.143452,0.856548,0.133333,0.872222,0.866667,0.86546,0.946429,0.069,0.001,0.065828,0.000892,524988,40040,6623,?,?,?,?,?,?,0.172285
heart,4,2,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,27,3,0,90,10,0,0.8,0.234,0.28962,47.044843,58.04945,29.906577,12.975443,16.931134,0.996886,0.432515,0.564371,17.290294,0.576343,1736.671913,0.875,14,0.071429,1,0.928571,13,0.125,2,0.933333,0.875,0.903226,0.970982,0.9,0.096429,0.903571,0.1,0.902222,0.9,0.900111,0.970982,0.071,0.001,0.069883,0.000878,523387,40040,6623,?,?,?,?,?,?,0.191011
heart,4,3,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,27,3,0,90,10,0,0.79638,0.244667,0.329029,49.189337,65.948195,29.906577,14.889333,15.017244,0.996886,0.496311,0.500575,16.274497,0.542483,1634.643271,1,16,0.214286,3,0.785714,11,0,0,0.842105,1,0.914286,0.90625,0.9,0.114286,0.885714,0.1,0.915789,0.9,0.898286,0.90625,0.065,0.001,0.064748,0.00064,514664,40040,6623,?,?,?,?,?,?,0.198502
heart,4,4,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,20,10,0,66.666667,33.333333,0,0.330357,0.319667,0.409451,64.267813,82.067401,29.906577,20.817678,9.088899,0.996886,0.693923,0.302963,11.069927,0.368998,1111.885794,0.6875,11,0.357143,5,0.642857,9,0.3125,5,0.6875,0.6875,0.6875,0.839286,0.666667,0.33631,0.66369,0.333333,0.666667,0.666667,0.666667,0.839286,0.067,0.001,0.064829,0.000562,499006,40040,6623,?,?,?,?,?,?,0.187266
heart,4,5,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,26,4,0,86.666667,13.333333,0,0.736842,0.254667,0.357155,51.199801,71.58568,29.906577,18.45239,11.454187,0.996886,0.61508,0.381806,15.667989,0.522266,1573.724341,0.75,12,0,0,1,14,0.25,4,1,0.75,0.857143,0.897321,0.866667,0.116667,0.883333,0.133333,0.896296,0.866667,0.865476,0.897321,0.066,0.001,0.066589,0.000634,502689,40040,6623,?,?,?,?,?,?,0.183521
heart,4,6,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,21,9,0,70,30,0,0.37788,0.312,0.413489,62.726457,82.876822,29.906577,21.573116,8.333461,0.996886,0.719104,0.277782,11.659145,0.388638,1171.06804,0.9375,15,0.571429,8,0.428571,6,0.0625,1,0.652174,0.9375,0.769231,0.841518,0.7,0.333929,0.666071,0.3,0.747826,0.7,0.676923,0.841518,0.067,0.001,0.067222,0.00073,503219,40040,6623,?,?,?,?,?,?,0.172285
heart,4,7,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,25,5,0,83.333333,16.666667,0,0.666667,0.230667,0.306257,46.374689,61.383958,29.906577,13.418494,16.488083,0.996886,0.447283,0.549603,17.132896,0.571097,1720.862553,0.8125,13,0.142857,2,0.857143,12,0.1875,3,0.866667,0.8125,0.83871,0.948661,0.833333,0.16369,0.83631,0.166667,0.835556,0.833333,0.833519,0.948661,0.064,0.001,0.062527,0.000599,511986,40040,6623,?,?,?,?,?,?,0.194757
heart,4,8,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,268,29,23,6,0,79.310345,20.689655,0,0.587678,0.27,0.353363,54.416988,71.022881,28.793911,15.94386,12.850051,0.992893,0.549788,0.443105,13.804164,0.476006,1385.906851,0.75,12,0.153846,2,0.846154,11,0.25,4,0.857143,0.75,0.8,0.932692,0.793103,0.19695,0.80305,0.206897,0.801642,0.793103,0.793596,0.932692,0.065,0.001,0.065264,0.000646,508467,40181,6482,?,?,?,?,?,?,0.179104
heart,4,9,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,268,29,21,8,0,72.413793,27.586207,0,0.434146,0.326552,0.426578,65.814672,85.738461,28.793911,24.535977,4.257934,0.992893,0.846068,0.146825,10.244375,0.353254,1028.512129,0.8125,13,0.384615,5,0.615385,8,0.1875,3,0.722222,0.8125,0.764706,0.786058,0.724138,0.296253,0.703747,0.275862,0.724486,0.724138,0.720757,0.786058,0.066,0.001,0.064913,0.00061,490389,40181,6482,?,?,?,?,?,?,0.182836
heart,4,10,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,268,29,22,7,0,75.862069,24.137931,0,0.508475,0.315517,0.423349,63.590734,85.089363,28.793911,23.522112,5.271799,0.992893,0.811107,0.181786,11.133231,0.383905,1117.751225,0.8125,13,0.307692,4,0.692308,9,0.1875,3,0.764706,0.8125,0.787879,0.8125,0.758621,0.253813,0.746187,0.241379,0.758114,0.758621,0.75745,0.8125,0.072,0.001,0.071969,0.00084,504018,40181,6482,?,?,?,?,?,?,0.186567
heart,5,1,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,24,6,0,80,20,0,0.598214,0.251667,0.349376,50.596662,70.026354,29.906577,15.733677,14.1729,0.996886,0.524456,0.47243,15.334591,0.511153,1540.237187,0.8125,13,0.214286,3,0.785714,11,0.1875,3,0.8125,0.8125,0.8125,0.912946,0.8,0.201786,0.798214,0.2,0.8,0.8,0.8,0.912946,0.068,0.001,0.068343,0.000862,510540,40040,6623,?,?,?,?,?,?,0.168539
heart,5,2,weka.classifiers.trees.RandomForest,'-I 100 -K 4 -S 1',-2260823972777004705,20150617.1112,267,30,22,8,0,73.333333,26.666667,0,0.454545,0.300667,0.408925,60.447932,81.962087,29.906577,22.125304,7.781274,0.996886,0.73751,0.259376,12.456318,0.415211,1251.137668,0.875,14,0.428571,6,0.571429,8,0.125,2,0.7,0.875,0.777778,0.8125,0.733333,0.286905,0.713095,0.266667,0.746667,0.733333,0.725926,0.8125,0.066,0.001,0.06462,0.000385,495773,40040,6623,?,?,?,?,?,?,0.157303
